Id	CountyName	StateName	Population	LandArea
34001	Atlantic County	 New Jersey	274402	671.47	
34003	Bergen County	 New Jersey	906781	246.82	
34005	Burlington County	 New Jersey	449117	819.48	
34007	Camden County	 New Jersey	513660	227.59	
34009	Cape May County	 New Jersey	96987	620.29	
34011	Cumberland County	 New Jersey	156864	676.57	
34013	Essex County	 New Jersey	783840	129.59	
34015	Gloucester County	 New Jersey	288187	337	
34017	Hudson County	 New Jersey	636194	62.26	
34019	Hunterdon County	 New Jersey	127996	437.85	
34021	Mercer County	 New Jersey	366442	228.87	
34023	Middlesex County	 New Jersey	811064	322.65	
34025	Monmouth County	 New Jersey	629263	665.34	
34027	Morris County	 New Jersey	493472	481.36	
34029	Ocean County	 New Jersey	575961	915.9	
34031	Passaic County	 New Jersey	500168	197.07	
34033	Salem County	 New Jersey	66007	372.54	
34035	Somerset County	 New Jersey	323650	305.07	
34037	Sussex County	 New Jersey	148962	535.96	
34039	Union County	 New Jersey	536383	105.46	
34041	Warren County	 New Jersey	108488	362.78	
35001	Bernalillo County	 New Mexico	661924	1168.77	
35003	Catron County	 New Mexico	3686	6929.49	
35005	Chaves County	 New Mexico	65343	6075.6	
35006	Cibola County	 New Mexico	27293	4542.07	
35007	Colfax County	 New Mexico	13614	3768.29	
35009	Curry County	 New Mexico	48101	1407.78	
35011	De Baca County	 New Mexico	2069	2334.02	
35013	Do? Ana County	 New Mexico	208794	3814.88	
35015	Eddy County	 New Mexico	53693	4197.8	
35017	Grant County	 New Mexico	29602	3967.79	
35019	Guadalupe County	 New Mexico	4655	3031.81	
35021	Harding County	 New Mexico	612	2126.1	
35023	Hidalgo County	 New Mexico	4903	3446.2	
35025	Lea County	 New Mexico	64670	4394.33	
35027	Lincoln County	 New Mexico	20440	4831.64	
35028	Los Alamos County	 New Mexico	18008	109.35	
35029	Luna County	 New Mexico	25162	2965.5	
35031	McKinley County	 New Mexico	71888	5455.62	
35033	Mora County	 New Mexico	4830	1933.6	
35035	Otero County	 New Mexico	64176	6627.84	
35037	Quay County	 New Mexico	8956	2881.98	
35039	Rio Arriba County	 New Mexico	40201	5896.53	
35041	Roosevelt County	 New Mexico	19840	2455.08	
35043	Sandoval County	 New Mexico	131302	3714.65	
35045	San Juan County	 New Mexico	128600	5538.71	
35047	San Miguel County	 New Mexico	29225	4736	
35049	Santa Fe County	 New Mexico	144209	1910.95	
35051	Sierra County	 New Mexico	11956	4236.59	
35053	Socorro County	 New Mexico	17843	6649.06	
35055	Taos County	 New Mexico	32775	2204.77	
35057	Torrance County	 New Mexico	16285	3346.1	
35059	Union County	 New Mexico	4460	3831	
35061	Valencia County	 New Mexico	76172	1068.29	
36001	Albany County	 New York	304511	533.47	
36003	Allegany County	 New York	48837	1034.48	
36005	Bronx County	 New York	1386364	57.42	
36007	Broome County	 New York	199928	715.5	
36009	Cattaraugus County	 New York	80166	1322.33	
36011	Cayuga County	 New York	79996	778.93	
36013	Chautauqua County	 New York	134599	1500.19	
36015	Chemung County	 New York	88779	410.81	
36017	Chenango County	 New York	50490	898.76	
36019	Clinton County	 New York	82054	1117.68	
36021	Columbia County	 New York	62881	648.32	
36023	Cortland County	 New York	49453	501.55	
36025	Delaware County	 New York	47851	1468.11	
36027	Dutchess County	 New York	297291	825.43	
36029	Erie County	 New York	919542	1226.97	
36031	Essex County	 New York	39309	1916.62	
36033	Franklin County	 New York	51698	1697.54	
36035	Fulton County	 New York	55358	532.94	
36037	Genesee County	 New York	59992	495.37	
36039	Greene County	 New York	49122	658.19	
36041	Hamilton County	 New York	4835	1807.9	
36043	Herkimer County	 New York	64475	1458.46	
36045	Jefferson County	 New York	117011	1857.35	
36047	Kings County	 New York	2512740	96.87	
36049	Lewis County	 New York	27062	1289.99	
36051	Livingston County	 New York	65215	640.49	
36053	Madison County	 New York	72977	661.56	
36055	Monroe County	 New York	744746	1365.95	
36057	Montgomery County	 New York	50025	410.35	
36059	Nassau County	 New York	1338712	453.32	
36061	New York County	 New York	1596735	33.68	
36063	Niagara County	 New York	215869	1139.89	
36065	Oneida County	 New York	234336	1257.16	
36067	Onondaga County	 New York	466179	805.73	
36069	Ontario County	 New York	107728	662.46	
36071	Orange County	 New York	372951	838.58	
36073	Orleans County	 New York	42995	817.53	
36075	Oswego County	 New York	122055	1312.22	
36077	Otsego County	 New York	62147	1015.24	
36079	Putnam County	 New York	99702	246.27	
36081	Queens County	 New York	2235008	177.35	
36083	Rensselaer County	 New York	159464	665.46	
36085	Richmond County	 New York	468374	102.62	
36087	Rockland County	 New York	312011	199.36	
36089	St. Lawrence County	 New York	112060	2821.61	
36091	Saratoga County	 New York	219832	843.78	
36093	Schenectady County	 New York	154466	209.64	
36095	Schoharie County	 New York	32617	626.18	
36097	Schuyler County	 New York	18472	346.16	
36099	Seneca County	 New York	35306	390.53	
36101	Steuben County	 New York	98992	1404.17	
36103	Suffolk County	 New York	1492360	2373.39	
36105	Sullivan County	 New York	77340	996.93	
36107	Tioga County	 New York	51067	522.94	
36109	Tompkins County	 New York	101570	491.65	
36111	Ulster County	 New York	182516	1160.82	
36113	Warren County	 New York	65700	931.73	
36115	Washington County	 New York	63108	845.91	
36117	Wayne County	 New York	93476	1384.18	
36119	Westchester County	 New York	950227	500.21	
36121	Wyoming County	 New York	42092	596.48	
36123	Yates County	 New York	25351	371.85	
37001	Alamance County	 North Carolina	151170	434.8	
37003	Alexander County	 North Carolina	37014	263.29	
37005	Alleghany County	 North Carolina	11069	235.52	
37007	Anson County	 North Carolina	26699	537.17	
37009	Ashe County	 North Carolina	27099	426.81	
37011	Avery County	 North Carolina	17815	247.22	
37013	Beaufort County	 North Carolina	47542	958	
37015	Bertie County	 North Carolina	21035	741.22	
37017	Bladen County	 North Carolina	34922	887.15	
37019	Brunswick County	 North Carolina	107925	1050.06	
37021	Buncombe County	 North Carolina	239000	660.05	
37023	Burke County	 North Carolina	90821	514.91	
37025	Cabarrus County	 North Carolina	178396	365.02	
37027	Caldwell County	 North Carolina	82493	474.32	
37029	Camden County	 North Carolina	9965	305.72	
37031	Carteret County	 North Carolina	66415	1351.57	
37033	Caswell County	 North Carolina	23615	428.47	
37035	Catawba County	 North Carolina	154201	413.52	
37037	Chatham County	 North Carolina	63896	709.18	
37039	Cherokee County	 North Carolina	27304	466.69	
37041	Chowan County	 North Carolina	14825	233.32	
37043	Clay County	 North Carolina	10575	220.6	
37045	Cleveland County	 North Carolina	97890	468.31	
37047	Columbus County	 North Carolina	57612	953.64	
37049	Craven County	 North Carolina	102904	761.82	
37051	Cumberland County	 North Carolina	319329	658.5	
37053	Currituck County	 North Carolina	23677	525.68	
37055	Dare County	 North Carolina	34019	1561.59	
37057	Davidson County	 North Carolina	162628	566.81	
37059	Davie County	 North Carolina	41183	266.89	
37061	Duplin County	 North Carolina	58510	819.15	
37063	Durham County	 North Carolina	269283	298.12	
37065	Edgecombe County	 North Carolina	56253	506.61	
37067	Forsyth County	 North Carolina	351368	412.91	
37069	Franklin County	 North Carolina	60470	494.14	
37071	Gaston County	 North Carolina	206291	363.85	
37073	Gates County	 North Carolina	12069	345.63	
37075	Graham County	 North Carolina	8766	301.61	
37077	Granville County	 North Carolina	59666	536.6	
37079	Greene County	 North Carolina	21386	265.91	
37081	Guilford County	 North Carolina	489576	657.73	
37083	Halifax County	 North Carolina	54693	730.97	
37085	Harnett County	 North Carolina	115559	601.3	
37087	Haywood County	 North Carolina	58915	554.85	
37089	Henderson County	 North Carolina	106577	374.85	
37091	Hertford County	 North Carolina	24525	360.83	
37093	Hoke County	 North Carolina	47368	392.37	
37095	Hyde County	 North Carolina	5810	1424	
37097	Iredell County	 North Carolina	159614	593.42	
37099	Jackson County	 North Carolina	39985	494.36	
37101	Johnston County	 North Carolina	169122	795.9	
37103	Jones County	 North Carolina	10144	474.74	
37105	Lee County	 North Carolina	57876	259.36	
37107	Lenoir County	 North Carolina	59372	402.11	
37109	Lincoln County	 North Carolina	78052	307.06	
37111	McDowell County	 North Carolina	44926	446.43	
37113	Macon County	 North Carolina	33815	519.44	
37115	Madison County	 North Carolina	20727	451.61	
37117	Martin County	 North Carolina	24298	462.9	
37119	Mecklenburg County	 North Carolina	926873	549.74	
37121	Mitchell County	 North Carolina	15539	222.15	
37123	Montgomery County	 North Carolina	27741	501.1	
37125	Moore County	 North Carolina	88314	706.29	
37127	Nash County	 North Carolina	95545	542.72	
37129	New Hanover County	 North Carolina	203276	327.93	
37131	Northampton County	 North Carolina	21959	550.26	
37133	Onslow County	 North Carolina	176461	908.46	
37135	Orange County	 North Carolina	133958	401.15	
37137	Pamlico County	 North Carolina	13145	566.24	
37139	Pasquotank County	 North Carolina	40551	289.45	
37141	Pender County	 North Carolina	52447	932.69	
37143	Perquimans County	 North Carolina	13414	328.95	
37145	Person County	 North Carolina	39322	404.1	
37147	Pitt County	 North Carolina	167951	654.81	
37149	Polk County	 North Carolina	20386	238.58	
37151	Randolph County	 North Carolina	141568	789.97	
37153	Richmond County	 North Carolina	46608	479.64	
37155	Robeson County	 North Carolina	133920	951.07	
37157	Rockingham County	 North Carolina	93264	572.35	
37159	Rowan County	 North Carolina	138189	523.89	
37161	Rutherford County	 North Carolina	67446	565.98	
37163	Sampson County	 North Carolina	63408	947.51	
37165	Scotland County	 North Carolina	36266	320.65	
37167	Stanly County	 North Carolina	60489	404.3	
37169	Stokes County	 North Carolina	47224	455.9	
37171	Surry County	 North Carolina	73551	537.81	
37173	Swain County	 North Carolina	13995	540.65	
37175	Transylvania County	 North Carolina	32825	380.57	
37177	Tyrrell County	 North Carolina	4367	600.32	
37179	Union County	 North Carolina	201617	639.64	
37181	Vance County	 North Carolina	45183	269.85	
37183	Wake County	 North Carolina	905573	857.5	
37185	Warren County	 North Carolina	20860	443.83	
37187	Washington County	 North Carolina	13085	424.26	
37189	Watauga County	 North Carolina	51103	312.76	
37191	Wayne County	 North Carolina	122419	556.72	
37193	Wilkes County	 North Carolina	69265	759.96	
37195	Wilson County	 North Carolina	81020	374.29	
37197	Yadkin County	 North Carolina	38254	337.53	
37199	Yancey County	 North Carolina	17814	313.13	
38001	Adams County	 North Dakota	2325	988.89	
38003	Barnes County	 North Dakota	11047	1513.34	
38005	Benson County	 North Dakota	6677	1439.39	
38007	Billings County	 North Dakota	838	1153.47	
38009	Bottineau County	 North Dakota	6449	1697.83	
38011	Bowman County	 North Dakota	3154	1167.03	
38013	Burke County	 North Dakota	2011	1129.33	
38015	Burleigh County	 North Dakota	81941	1668.12	
38017	Cass County	 North Dakota	150240	1768	
38019	Cavalier County	 North Dakota	3974	1510.22	
38021	Dickey County	 North Dakota	5280	1141.76	
38023	Divide County	 North Dakota	2095	1294.24	
38025	Dunn County	 North Dakota	3648	2082.38	
38027	Eddy County	 North Dakota	2393	644.26	
38029	Emmons County	 North Dakota	3544	1554.82	
38031	Foster County	 North Dakota	3368	646.75	
38033	Golden Valley County	 North Dakota	1646	1002.4	
38035	Grand Forks County	 North Dakota	66890	1439.91	
38037	Grant County	 North Dakota	2380	1666.02	
38039	Griggs County	 North Dakota	2393	716.21	
38041	Hettinger County	 North Dakota	2502	1133.78	
38043	Kidder County	 North Dakota	2426	1433.3	
38045	LaMoure County	 North Dakota	4141	1150.86	
38047	Logan County	 North Dakota	1972	1011.14	
38049	McHenry County	 North Dakota	5478	1911.83	
38051	McIntosh County	 North Dakota	2813	995.12	
38053	McKenzie County	 North Dakota	6692	2861.05	
38055	McLean County	 North Dakota	9020	2328.27	
38057	Mercer County	 North Dakota	8400	1112.49	
38059	Morton County	 North Dakota	27439	1945.39	
38061	Mountrail County	 North Dakota	7830	1941.16	
38063	Nelson County	 North Dakota	3115	1008.8	
38065	Oliver County	 North Dakota	1875	731.23	
38067	Pembina County	 North Dakota	7383	1121.78	
38069	Pierce County	 North Dakota	4378	1082.26	
38071	Ramsey County	 North Dakota	11450	1300.93	
38073	Ransom County	 North Dakota	5498	864.18	
38075	Renville County	 North Dakota	2468	892.11	
38077	Richland County	 North Dakota	16295	1445.8	
38079	Rolette County	 North Dakota	14015	939.4	
38081	Sargent County	 North Dakota	3876	867.15	
38083	Sheridan County	 North Dakota	1282	1005.83	
38085	Sioux County	 North Dakota	4193	1128.37	
38087	Slope County	 North Dakota	768	1219.27	
38089	Stark County	 North Dakota	24682	1340.55	
38091	Steele County	 North Dakota	1976	715.54	
38093	Stutsman County	 North Dakota	20965	2298.36	
38095	Towner County	 North Dakota	2264	1041.61	
38097	Traill County	 North Dakota	8105	862.59	
38099	Walsh County	 North Dakota	11131	1294.17	
38101	Ward County	 North Dakota	62013	2056.36	
38103	Wells County	 North Dakota	4228	1290.7	
38105	Williams County	 North Dakota	23287	2148.08	
39001	Adams County	 Ohio	28524	585.83	
39003	Allen County	 Ohio	106079	406.92	
39005	Ashland County	 Ohio	53203	426.86	
39007	Ashtabula County	 Ohio	101262	1368.76	
39009	Athens County	 Ohio	64592	508.58	
39011	Auglaize County	 Ohio	45934	401.74	
39013	Belmont County	 Ohio	70182	541.41	
39015	Brown County	 Ohio	44666	495.26	
39017	Butler County	 Ohio	368029	470.24	
39019	Carroll County	 Ohio	28828	399.02	
39021	Champaign County	 Ohio	39982	429.74	
39023	Clark County	 Ohio	138278	403.83	
39025	Clermont County	 Ohio	197543	457.74	
39027	Clinton County	 Ohio	42161	412.31	
39029	Columbiana County	 Ohio	107598	535.22	
39031	Coshocton County	 Ohio	36880	567.61	
39033	Crawford County	 Ohio	43623	402.85	
39035	Cuyahoga County	 Ohio	1278024	1245.62	
39037	Darke County	 Ohio	52776	600.38	
39039	Defiance County	 Ohio	38975	414.21	
39041	Delaware County	 Ohio	174454	455.99	
39043	Erie County	 Ohio	76952	625.78	
39045	Fairfield County	 Ohio	146138	508.58	
39047	Fayette County	 Ohio	28931	407.11	
39049	Franklin County	 Ohio	1167484	543.35	
39051	Fulton County	 Ohio	42635	407.36	
39053	Gallia County	 Ohio	30877	471.16	
39055	Geauga County	 Ohio	93485	408.71	
39057	Greene County	 Ohio	161936	416.24	
39059	Guernsey County	 Ohio	40056	528.33	
39061	Hamilton County	 Ohio	801350	412.81	
39063	Hancock County	 Ohio	75043	533.64	
39065	Hardin County	 Ohio	31986	470.55	
39067	Harrison County	 Ohio	15818	410.81	
39069	Henry County	 Ohio	28246	420	
39071	Highland County	 Ohio	43454	557.89	
39073	Hocking County	 Ohio	29372	423.62	
39075	Holmes County	 Ohio	42501	424.04	
39077	Huron County	 Ohio	59628	494.94	
39079	Jackson County	 Ohio	33134	421.52	
39081	Jefferson County	 Ohio	69343	410.89	
39083	Knox County	 Ohio	60791	529.56	
39085	Lake County	 Ohio	229873	979.02	
39087	Lawrence County	 Ohio	62441	457.3	
39089	Licking County	 Ohio	166135	688.39	
39091	Logan County	 Ohio	45816	466.81	
39093	Lorain County	 Ohio	301108	923.09	
39095	Lucas County	 Ohio	441198	560.64	
39097	Madison County	 Ohio	43213	465.97	
39099	Mahoning County	 Ohio	238352	423.4	
39101	Marion County	 Ohio	66514	404.17	
39103	Medina County	 Ohio	172334	423.13	
39105	Meigs County	 Ohio	23664	432.41	
39107	Mercer County	 Ohio	40866	473.32	
39109	Miami County	 Ohio	102657	409.19	
39111	Monroe County	 Ohio	14679	457.48	
39113	Montgomery County	 Ohio	535626	464.39	
39115	Morgan County	 Ohio	15042	421.88	
39117	Morrow County	 Ohio	34895	407.38	
39119	Muskingum County	 Ohio	85996	672.61	
39121	Noble County	 Ohio	14643	404.6	
39123	Ottawa County	 Ohio	41445	620.41	
39125	Paulding County	 Ohio	19522	418.92	
39127	Perry County	 Ohio	36086	412.62	
39129	Pickaway County	 Ohio	55795	506.84	
39131	Pike County	 Ohio	28652	443.98	
39133	Portage County	 Ohio	161178	507.14	
39135	Preble County	 Ohio	42240	426.35	
39137	Putnam County	 Ohio	34445	484.28	
39139	Richland County	 Ohio	124286	500.36	
39141	Ross County	 Ohio	77741	693	
39143	Sandusky County	 Ohio	60842	417.8	
39145	Scioto County	 Ohio	79122	616.12	
39147	Seneca County	 Ohio	56630	552.41	
39149	Shelby County	 Ohio	49359	411.06	
39151	Stark County	 Ohio	375593	580.94	
39153	Summit County	 Ohio	541788	420.1	
39155	Trumbull County	 Ohio	209942	634.08	
39157	Tuscarawas County	 Ohio	92532	571.53	
39159	Union County	 Ohio	52153	437	
39161	Van Wert County	 Ohio	28808	410.51	
39163	Vinton County	 Ohio	13397	414.99	
39165	Warren County	 Ohio	213146	407.14	
39167	Washington County	 Ohio	61751	640.18	
39169	Wayne County	 Ohio	114644	556.34	
39171	Williams County	 Ohio	37779	423.08	
39173	Wood County	 Ohio	126254	620.58	
39175	Wyandot County	 Ohio	22626	407.65	
40001	Adair County	 Oklahoma	22470	577.06	
40003	Alfalfa County	 Oklahoma	5631	881.5	
40005	Atoka County	 Oklahoma	14133	990.05	
40007	Beaver County	 Oklahoma	5587	1817.68	
40009	Beckham County	 Oklahoma	22519	904.19	
40011	Blaine County	 Oklahoma	10651	938.94	
40013	Bryan County	 Oklahoma	42494	943.49	
40015	Caddo County	 Oklahoma	29403	1290.41	
40017	Canadian County	 Oklahoma	116299	905.25	
40019	Carter County	 Oklahoma	47603	833.78	
40021	Cherokee County	 Oklahoma	47165	776.45	
40023	Choctaw County	 Oklahoma	15172	800.72	
40025	Cimarron County	 Oklahoma	2451	1841.27	
40027	Cleveland County	 Oklahoma	256550	558.39	
40029	Coal County	 Oklahoma	5906	521.32	
40031	Comanche County	 Oklahoma	123101	1083.91	
40033	Cotton County	 Oklahoma	6171	641.99	
40035	Craig County	 Oklahoma	14922	762.78	
40037	Creek County	 Oklahoma	69934	969.82	
40039	Custer County	 Oklahoma	27583	1002.07	
40041	Delaware County	 Oklahoma	41332	792.37	
40043	Dewey County	 Oklahoma	4775	1008.34	
40045	Ellis County	 Oklahoma	4095	1231.94	
40047	Garfield County	 Oklahoma	60272	1060	
40049	Garvin County	 Oklahoma	27471	813.73	
40051	Grady County	 Oklahoma	52451	1105.38	
40053	Grant County	 Oklahoma	4536	1003.67	
40055	Greer County	 Oklahoma	6185	643.71	
40057	Harmon County	 Oklahoma	2888	538.6	
40059	Harper County	 Oklahoma	3672	1041.02	
40061	Haskell County	 Oklahoma	12761	625.29	
40063	Hughes County	 Oklahoma	13762	814.69	
40065	Jackson County	 Oklahoma	26275	804.22	
40067	Jefferson County	 Oklahoma	6445	773.88	
40069	Johnston County	 Oklahoma	10938	658.33	
40071	Kay County	 Oklahoma	46288	945.2	
40073	Kingfisher County	 Oklahoma	14965	906.03	
40075	Kiowa County	 Oklahoma	9421	1030.74	
40077	Latimer County	 Oklahoma	11099	729.16	
40079	Le Flore County	 Oklahoma	50056	1608.14	
40081	Lincoln County	 Oklahoma	34106	965.68	
40083	Logan County	 Oklahoma	41982	748.98	
40085	Love County	 Oklahoma	9404	531.99	
40087	McClain County	 Oklahoma	34471	580.18	
40089	McCurtain County	 Oklahoma	33144	1901.45	
40091	McIntosh County	 Oklahoma	20266	712.49	
40093	Major County	 Oklahoma	7563	957.92	
40095	Marshall County	 Oklahoma	15774	426.98	
40097	Mayes County	 Oklahoma	41162	683.55	
40099	Murray County	 Oklahoma	13460	424.95	
40101	Muskogee County	 Oklahoma	70635	839.01	
40103	Noble County	 Oklahoma	11540	742.5	
40105	Nowata County	 Oklahoma	10627	580.93	
40107	Okfuskee County	 Oklahoma	12203	628.94	
40109	Oklahoma County	 Oklahoma	721088	718.38	
40111	Okmulgee County	 Oklahoma	39770	702.36	
40113	Osage County	 Oklahoma	47650	2303.94	
40115	Ottawa County	 Oklahoma	31940	484.77	
40117	Pawnee County	 Oklahoma	16573	594.92	
40119	Payne County	 Oklahoma	77125	697.18	
40121	Pittsburg County	 Oklahoma	45570	1377.92	
40123	Pontotoc County	 Oklahoma	37438	725.5	
40125	Pottawatomie County	 Oklahoma	69676	793.39	
40127	Pushmataha County	 Oklahoma	11449	1422.86	
40129	Roger Mills County	 Oklahoma	3678	1146.53	
40131	Rogers County	 Oklahoma	87031	711.49	
40133	Seminole County	 Oklahoma	25394	640.55	
40135	Sequoyah County	 Oklahoma	41945	714.93	
40137	Stephens County	 Oklahoma	44848	891.19	
40139	Texas County	 Oklahoma	20620	2048.97	
40141	Tillman County	 Oklahoma	7981	879.29	
40143	Tulsa County	 Oklahoma	602692	587.05	
40145	Wagoner County	 Oklahoma	73067	591.01	
40147	Washington County	 Oklahoma	51112	424.19	
40149	Washita County	 Oklahoma	11616	1009.14	
40151	Woods County	 Oklahoma	8741	1290.14	
40153	Woodward County	 Oklahoma	20232	1246.09	
41001	Baker County	 Oregon	16092	3088.61	
41003	Benton County	 Oregon	85501	679.01	
41005	Clackamas County	 Oregon	377206	1879.13	
41007	Clatsop County	 Oregon	37068	1084.8	
41009	Columbia County	 Oregon	49317	688.37	
41011	Coos County	 Oregon	62937	1806.45	
41013	Crook County	 Oregon	21102	2987.55	
41015	Curry County	 Oregon	22344	1988.64	
41017	Deschutes County	 Oregon	158884	3054.96	
41019	Douglas County	 Oregon	107391	5134.06	
41021	Gilliam County	 Oregon	1904	1222.91	
41023	Grant County	 Oregon	7366	4529.53	
41025	Harney County	 Oregon	7359	10227.05	
41027	Hood River County	 Oregon	22207	533.6	
41029	Jackson County	 Oregon	203613	2801.94	
41031	Jefferson County	 Oregon	21746	1791.27	
41033	Josephine County	 Oregon	82636	1641.66	
41035	Klamath County	 Oregon	66350	6136.19	
41037	Lake County	 Oregon	7886	8359.03	
41039	Lane County	 Oregon	351794	4721.95	
41041	Lincoln County	 Oregon	45992	1193.89	
41043	Linn County	 Oregon	116871	2309.3	
41045	Malheur County	 Oregon	31057	9930.51	
41047	Marion County	 Oregon	315391	1195.2	
41049	Morrow County	 Oregon	11146	2048.68	
41051	Multnomah County	 Oregon	737110	465.7	
41053	Polk County	 Oregon	75448	744.21	
41055	Sherman County	 Oregon	1865	831.29	
41057	Tillamook County	 Oregon	25254	1332.86	
41059	Umatilla County	 Oregon	75846	3231.34	
41061	Union County	 Oregon	25670	2038.4	
41063	Wallowa County	 Oregon	6938	3151.78	
41065	Wasco County	 Oregon	25113	2395.46	
41067	Washington County	 Oregon	531818	726.43	
41069	Wheeler County	 Oregon	1287	1715.55	
41071	Yamhill County	 Oregon	99119	718.41	
42001	Adams County	 Pennsylvania	101352	521.56	
42003	Allegheny County	 Pennsylvania	1224772	744.73	
42005	Armstrong County	 Pennsylvania	68942	664.48	
42007	Beaver County	 Pennsylvania	170614	443.94	
42009	Bedford County	 Pennsylvania	49680	1017.49	
42011	Berks County	 Pennsylvania	411094	865.68	
42013	Blair County	 Pennsylvania	127133	527.17	
42015	Bradford County	 Pennsylvania	62628	1161.09	
42017	Bucks County	 Pennsylvania	625485	622.15	
42019	Butler County	 Pennsylvania	183946	794.85	
42021	Cambria County	 Pennsylvania	143305	693.48	
42023	Cameron County	 Pennsylvania	5058	398.61	
42025	Carbon County	 Pennsylvania	65101	388.79	
42027	Centre County	 Pennsylvania	153758	1111.93	
42029	Chester County	 Pennsylvania	499548	759.86	
42031	Clarion County	 Pennsylvania	39991	608.99	
42033	Clearfield County	 Pennsylvania	81668	1153.87	
42035	Clinton County	 Pennsylvania	39261	898.12	
42037	Columbia County	 Pennsylvania	66984	489.81	
42039	Crawford County	 Pennsylvania	88492	1037.82	
42041	Cumberland County	 Pennsylvania	235314	551.2	
42043	Dauphin County	 Pennsylvania	267891	557.57	
42045	Delaware County	 Pennsylvania	558874	190.77	
42047	Elk County	 Pennsylvania	31981	832.27	
42049	Erie County	 Pennsylvania	280181	1558.49	
42051	Fayette County	 Pennsylvania	136914	797.99	
42053	Forest County	 Pennsylvania	7664	431.42	
42055	Franklin County	 Pennsylvania	149554	772.69	
42057	Fulton County	 Pennsylvania	14829	438.06	
42059	Greene County	 Pennsylvania	38614	577.99	
42061	Huntingdon County	 Pennsylvania	45931	890.3	
42063	Indiana County	 Pennsylvania	88648	834.35	
42065	Jefferson County	 Pennsylvania	45051	656.91	
42067	Juniata County	 Pennsylvania	24664	393.61	
42069	Lackawanna County	 Pennsylvania	214353	464.57	
42071	Lancaster County	 Pennsylvania	519913	983.9	
42073	Lawrence County	 Pennsylvania	90885	362.78	
42075	Lebanon County	 Pennsylvania	133578	362.61	
42077	Lehigh County	 Pennsylvania	350165	348.33	
42079	Luzerne County	 Pennsylvania	320555	907.14	
42081	Lycoming County	 Pennsylvania	116447	1243.84	
42083	McKean County	 Pennsylvania	43451	984.22	
42085	Mercer County	 Pennsylvania	116474	682.62	
42087	Mifflin County	 Pennsylvania	46694	413.46	
42089	Monroe County	 Pennsylvania	169346	616.05	
42091	Montgomery County	 Pennsylvania	799886	487.47	
42093	Montour County	 Pennsylvania	18243	132.3	
42095	Northampton County	 Pennsylvania	297519	377.41	
42097	Northumberland County	 Pennsylvania	94441	477.4	
42099	Perry County	 Pennsylvania	45791	555.81	
42101	Philadelphia County	 Pennsylvania	1525811	142.68	
42103	Pike County	 Pennsylvania	57437	566.66	
42105	Potter County	 Pennsylvania	17466	1081.47	
42107	Schuylkill County	 Pennsylvania	147935	782.63	
42109	Snyder County	 Pennsylvania	39620	332.18	
42111	Somerset County	 Pennsylvania	77638	1081.26	
42113	Sullivan County	 Pennsylvania	6453	452.37	
42115	Susquehanna County	 Pennsylvania	43171	832.44	
42117	Tioga County	 Pennsylvania	42081	1137.35	
42119	Union County	 Pennsylvania	44944	317.15	
42121	Venango County	 Pennsylvania	54865	683.08	
42123	Warren County	 Pennsylvania	41613	897.83	
42125	Washington County	 Pennsylvania	207916	861	
42127	Wayne County	 Pennsylvania	52299	750.59	
42129	Westmoreland County	 Pennsylvania	364877	1036.46	
42131	Wyoming County	 Pennsylvania	28221	404.82	
42133	York County	 Pennsylvania	434579	910.34	
44001	Bristol County	 Rhode Island	49796	44.71	
44003	Kent County	 Rhode Island	166066	188.01	
44005	Newport County	 Rhode Island	82503	313.65	
44007	Providence County	 Rhode Island	627414	435.85	
44009	Washington County	 Rhode Island	126692	562.9	
45001	Abbeville County	 South Carolina	25387	511.1	
45003	Aiken County	 South Carolina	160169	1080.53	
45005	Allendale County	 South Carolina	10399	412.59	
45007	Anderson County	 South Carolina	187228	757.47	
45009	Bamberg County	 South Carolina	15941	395.49	
45011	Barnwell County	 South Carolina	22523	557.29	
45013	Beaufort County	 South Carolina	162316	923	
45015	Berkeley County	 South Carolina	179773	1229.23	
45017	Calhoun County	 South Carolina	15134	392.36	
45019	Charleston County	 South Carolina	352548	1357.14	
45021	Cherokee County	 South Carolina	55351	397.3	
45023	Chester County	 South Carolina	33028	586.19	
45025	Chesterfield County	 South Carolina	46462	805.84	
45027	Clarendon County	 South Carolina	34746	695.71	
45029	Colleton County	 South Carolina	38665	1132.05	
45031	Darlington County	 South Carolina	68500	567.55	
45033	Dillon County	 South Carolina	31733	406.56	
45035	Dorchester County	 South Carolina	136836	576.74	
45037	Edgefield County	 South Carolina	26763	506.56	
45039	Fairfield County	 South Carolina	23804	709.98	
45041	Florence County	 South Carolina	136714	803.05	
45043	Georgetown County	 South Carolina	60285	1035.09	
45045	Greenville County	 South Carolina	452931	797.01	
45047	Greenwood County	 South Carolina	69531	462.95	
45049	Hampton County	 South Carolina	20987	562.72	
45051	Horry County	 South Carolina	270943	1255	
45053	Jasper County	 South Carolina	24792	685.84	
45055	Kershaw County	 South Carolina	61583	740.31	
45057	Lancaster County	 South Carolina	76364	555.32	
45059	Laurens County	 South Carolina	66623	722.02	
45061	Lee County	 South Carolina	19160	411.33	
45063	Lexington County	 South Carolina	262424	759.49	
45065	McCormick County	 South Carolina	10140	393.89	
45067	Marion County	 South Carolina	33038	494.11	
45069	Marlboro County	 South Carolina	28750	485.3	
45071	Newberry County	 South Carolina	37432	647.32	
45073	Oconee County	 South Carolina	74038	673.63	
